Cast Vote Record,Precinct,Ballot Style,Rep. to Congress District 2 1st Choice,Rep. to Congress District 2 2nd Choice,Rep. to Congress District 2 3rd Choice,Rep. to Congress District 2 4th Choice,Rep. to Congress District 2 5th Choice
8824,510111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote,undervote
8826,18111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
8828,510111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote,undervote
8830,446111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
8834,406111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
8836,513111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
8838,514132,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
8840,505111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
8844,514132,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
8846,513111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
8848,327111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
8850,510112,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
8852,502311,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
8854,147111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote,undervote
8856,293111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
8858,241111,UOCAVA,"REP Poliquin, Bruce","DEM Golden, Jared F.",undervote,undervote,undervote
8860,164111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
8866,517211,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
8868,517111,UOCAVA,"Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce","Bond, Tiffany L.",undervote
8870,510111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
8872,145111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
8874,510114,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
8880,507112,UOCAVA,"Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
8882,350111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
8884,487312,UOCAVA,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote,undervote
8886,281111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
8890,488112,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
8894,40111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
8898,127111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
8900,1111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
8902,18111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
8904,510111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
8906,246111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
8908,242111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
8910,488712,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
8912,18111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
8914,223111,UOCAVA,"REP Poliquin, Bruce",undervote,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
8916,502111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
8918,227111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
8922,272111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
8924,488712,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
8928,512111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
8930,385111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
8934,140111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
8936,513111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
8940,111111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
8942,148111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
11960,434111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
